Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1984,Los Angeles,Volleyball,Volleyball,"GREEN, Deborah",United States of America,Women,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"HYMAN, Flora Jean",United States of America,Women,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"MAGERS, Rose Mary",United States of America,Women,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"RUDDINS, Kimberly Grace",United States of America,Women,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"VOLLERTSEN, Julie J.",United States of America,Women,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"WEISHOFF, Paula Jo",United States of America,Women,Volleyball,Silver
1984,Los Angeles,Volleyball,Volleyball,"WOODSTRA, Susan Jean",United States of America,Women,Volleyball,Silver
1984,Los Angeles,Weightlifting,Weightlifting,"MARTINEZ, Mario",United States of America,Men,"+ 110KG, Total (Super Heavyweight)",Silver
1984,Los Angeles,Weightlifting,Weightlifting,"CARLTON, Guy Albert",United States of America,Men,"100 - 110KG, Total (Heavyweight)",Bronze
1984,Los Angeles,Wrestling,Wrestling Free.,"WEAVER, Robert Brooks",United States of America,Men,- 48KG (Light-Flyweight),Gold
1984,Los Angeles,Wrestling,Wrestling Free.,"BAUMGARTNER, Bruce Robert",United States of America,Men,+ 100KG (Super Heavyweight),Gold
1984,Los Angeles,Wrestling,Wrestling Free.,"DAVIS, Barry Alan",United States of America,Men,52 - 57KG (Bantamweight),Silver
1984,Los Angeles,Wrestling,Wrestling Free.,"LEWIS, Randall Scott",United States of America,Men,57 - 62KG (Featherweight),Gold
1984,Los Angeles,Wrestling,Wrestling Free.,"REIN, Andrew Roland",United States of America,Men,62 - 68KG (Lightweight),Silver
1984,Los Angeles,Wrestling,Wrestling Free.,"SCHULTZ, David Leslie",United States of America,Men,68 - 74KG (Welterweight),Gold
1984,Los Angeles,Wrestling,Wrestling Free.,"SCHULTZ, Mark Philip",United States of America,Men,74 - 82KG (Middleweight),Gold
1984,Los Angeles,Wrestling,Wrestling Free.,"BANACH, Edward Joseph",United States of America,Men,82 - 90KG (Light-Heavyweight),Gold
1984,Los Angeles,Wrestling,Wrestling Free.,"BANACH, Louis David",United States of America,Men,90 - 100KG (Heavyweight),Gold
1984,Los Angeles,Wrestling,Wrestling Gre-R,"BLATNICK, Jeffrey Carl",United States of America,Men,+ 100KG (Super Heavyweight),Gold
1984,Los Angeles,Wrestling,Wrestling Gre-R,"MARTINEZ, James Michael",United States of America,Men,62 - 68KG (Lightweight),Bronze
1984,Los Angeles,Wrestling,Wrestling Gre-R,"FRASER, Steven Howard",United States of America,Men,82 - 90KG (Light-Heavyweight),Gold
1984,Los Angeles,Wrestling,Wrestling Gre-R,"GIBSON, Gregory P.",United States of America,Men,90 - 100KG (Heavyweight),Silver
1984,Los Angeles,Aquatics,Swimming,"VIDAL CASTRO, Rafael Antonio",Venezuela,Men,200M Butterfly,Bronze
1984,Los Angeles,Boxing,Boxing,"BOLIVAR, Jose Marcelino",Venezuela,Men,- 48KG (Light-Flyweight),Bronze
1984,Los Angeles,Boxing,Boxing,"CATARI PERAZA, Omar",Venezuela,Men,54 - 57KG (Featherweight),Bronze
1984,Los Angeles,Boxing,Boxing,"MWILA, Keith",Zambia,Men,- 48KG (Light-Flyweight),Bronze
1988,Seoul,Tennis,Tennis,"SABATINI, Gabriela",Argentina,Women,Singles,Silver
1988,Seoul,Volleyball,Volleyball,"CASTELLANI, Daniel Jorge",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"COLLA, Daniel M.",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"CONTE, Hugo Nestor",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"CUMINETTI, Juan Carlos",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"DE PALMA, Esteban",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"DIZ, Alejandro",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"KANTOR, Waldo Ariel",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"MARTINEZ, Esteban Eduardo",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"QUIROGA, Raul Nicolas",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"URIARTE, Jon Emili",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"WEBER, Carlos",Argentina,Men,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"ZULIANELLO, Claudio F.",Argentina,Men,Volleyball,Bronze
1988,Seoul,Aquatics,Swimming,"ARMSTRONG, Duncan John",Australia,Men,200M Freestyle,Gold
1988,Seoul,Aquatics,Swimming,"ARMSTRONG, Duncan John",Australia,Men,400M Freestyle,Silver
1988,Seoul,Aquatics,Swimming,"MCDONALD, Julie",Australia,Women,800M Freestyle,Bronze
1988,Seoul,Athletics,Athletics,"FLINTOFF-KING, Deborah",Australia,Women,400M Hurdles,Gold
1988,Seoul,Athletics,Athletics,"MARTIN-ONDIEKI-O'DEA, Lisa",Australia,Women,Marathon,Silver
1988,Seoul,Boxing,Boxing,"CHENEY, Grahame",Australia,Men,60 - 63.5KG (Light-Welterweight),Silver
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DAVIES, Grant",Australia,Men,K-1 1000M (Kayak Single),Silver
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FOSTER, Peter",Australia,Men,K-2 1000M (Kayak Double),Bronze
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GRAHAM, Kelvin John",Australia,Men,K-2 1000M (Kayak Double),Bronze
1988,Seoul,Cycling,Cycling Track,"VINNICOMBE, Martin",Australia,Men,1KM Time Trial,Silver
1988,Seoul,Cycling,Cycling Track,"WOODS, Dean",Australia,Men,Individual Pursuit,Silver
1988,Seoul,Cycling,Cycling Track,"NEIWAND, Garry Malcolm",Australia,Men,Sprint Indivual,Bronze
1988,Seoul,Cycling,Cycling Track,"DUTTON, Brett",Australia,Men,Team Pursuit (4000M),Bronze
1988,Seoul,Cycling,Cycling Track,"MCCARNEY, Wayne",Australia,Men,Team Pursuit (4000M),Bronze
1988,Seoul,Cycling,Cycling Track,"MCGLEDE, Stephen John",Australia,Men,Team Pursuit (4000M),Bronze
1988,Seoul,Cycling,Cycling Track,"WOODS, Dean",Australia,Men,Team Pursuit (4000M),Bronze
1988,Seoul,Hockey,Hockey,"BELBIN, Tracey Lee",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"BOWMAN, Deborah",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"CAPES, Lee",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"CAPES-HAGER, Michelle Edith",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"CARBON, Sally May",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"CLEMENT-DENNING, Elspeth",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"DORMAN, Loretta",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"FISH, Maree",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"HAWKES, Rechelle",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"HILLAS, Lorraine",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"PARTRIDGE, Kathleen Anne",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"PATMORE, Sharon",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"PEREIRA, Jacqueline Margaret",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"PISANI, Alexandra",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"SMALL, Kim",Australia,Women,Hockey,Gold
1988,Seoul,Hockey,Hockey,"TOOTH, Liane Marianne",Australia,Women,Hockey,Gold
1988,Seoul,Tennis,Tennis,"SMYLIE, Elizabeth",Australia,Women,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"TURNBULL, Wendy",Australia,Women,Doubles,Bronze
1988,Seoul,Judo,Judo,"SEISENBACHER, Peter",Austria,Men,78 - 86KG (Middleweight),Gold
1988,Seoul,Judo,Judo,"VAN DE WALLE, Robert",Belgium,Men,86 - 95KG (Half-Heavyweight),Bronze
1988,Seoul,Shooting,Shooting,"PEETERS, Frans",Belgium,Men,Trap (125 Targets),Bronze
1988,Seoul,Athletics,Athletics,"DA SILVA, Robson",Brazil,Men,200M,Bronze
1988,Seoul,Athletics,Athletics,"CRUZ, Joaquim",Brazil,Men,800M,Silver
1988,Seoul,Football,Football,"ALVES, Aloisio",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"ANDRADE DA SILVA, Jorge Luiz",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"ARAUJO, Jose",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"BEBETO, Jose Roberto",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"BERNARDES DOS SANTOS, Edmar",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"CANDIDO, Valdo",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"CRUZ, Andre",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE AMORIM CAMPOS, Jorge",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE SOUZA FARIA, Romario",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE SOUZA FILHO, Milton",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DE SOUZA, Hamilton",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"DONIZETE LUIZ, Sergio",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"FERREIRA, Jose",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"KERCHNER, Nelson",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"MERGEN TAFFAREL, Claudio Andre",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"NASCIMENTO, Iomar",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"RAIMUNDO, Ricardo",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"ROQUE KAEFER, Ademir",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"SANTOS BATISTA, Joao",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"SILVA, Geovani",Brazil,Men,Football,Silver
1988,Seoul,Football,Football,"WINCK, Luiz Carlos",Brazil,Men,Football,Silver
1988,Seoul,Judo,Judo,"MIGUEL FERNANDEZ, Aurelio",Brazil,Men,86 - 95KG (Half-Heavyweight),Gold
1988,Seoul,Sailing,Sailing,"FREITAS, Clinio",Brazil,Men,Tornado - Multihull,Bronze
1988,Seoul,Sailing,Sailing,"GRAEL SCHMIDT, Lars",Brazil,Men,Tornado - Multihull,Bronze
1988,Seoul,Sailing,Sailing,"FALCAO, Nelson",Brazil,Men,Two-Person Keelboat Open (Star),Bronze
1988,Seoul,Sailing,Sailing,"GRAEL, Torben",Brazil,Men,Two-Person Keelboat Open (Star),Bronze
1988,Seoul,Aquatics,Swimming,"BOGOMILOVA-DANGALAKOVA, Tania",Bulgaria,Women,100M Breaststroke,Gold
1988,Seoul,Aquatics,Swimming,"FRENKEVA, Antoaneta",Bulgaria,Women,100M Breaststroke,Silver
1988,Seoul,Aquatics,Swimming,"FRENKEVA, Antoaneta",Bulgaria,Women,200M Breaststroke,Bronze
1988,Seoul,Athletics,Athletics,"DONKOVA, Yordanka",Bulgaria,Women,100M Hurdles,Gold
1988,Seoul,Athletics,Athletics,"KHRISTOVA, Tzvetanka Pavlova",Bulgaria,Women,Discus Throw,Bronze
1988,Seoul,Athletics,Athletics,"KOSTADINOVA, Stefka",Bulgaria,Women,High Jump,Silver
1988,Seoul,Athletics,Athletics,"MARKOV, Kristo Gantchev",Bulgaria,Men,Triple Jump,Gold
1988,Seoul,Boxing,Boxing,"KHRISTOV, Ivailo Marinov",Bulgaria,Men,- 48KG (Light-Flyweight),Gold
1988,Seoul,Boxing,Boxing,"KRISTOV, Aleksandar",Bulgaria,Men,51 - 54KG (Bantamweight),Silver
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BUKHALOV, Nikolai Petkov",Bulgaria,Men,C-1 1000M (Canoe Single),Bronze
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MARINOV, Martin Guerguiev",Bulgaria,Men,C-1 500M (Canoe Single),Bronze
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",Bulgaria,Women,K-1 500M (Kayak Single),Gold
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",Bulgaria,Women,K-2 500M (Kayak Double),Silver
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PALIISKA, Diana",Bulgaria,Women,K-2 500M (Kayak Double),Silver
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",Bulgaria,Women,K-4 500M (Kayak Four),Bronze
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"IVANOVA-MILKOVA, Borislava",Bulgaria,Women,K-4 500M (Kayak Four),Bronze
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PALIISKA, Diana",Bulgaria,Women,K-4 500M (Kayak Four),Bronze
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PETKOVA, Ogniana",Bulgaria,Women,K-4 500M (Kayak Four),Bronze
1988,Seoul,Gymnastics,Artistic G.,"DOUDEVA, Diana",Bulgaria,Women,Floor Exercises,Bronze
1988,Seoul,Gymnastics,Artistic G.,"GERASKOV, Lubomir",Bulgaria,Men,Pommel Horse,Gold
1988,Seoul,Gymnastics,Rhythmic G.,"DUNAVSKA, Adriana",Bulgaria,Women,Individual All-Round,Silver
1988,Seoul,Rowing,Rowing,"MADINA, Stefka",Bulgaria,Women,Double Sculls (2X),Bronze
1988,Seoul,Rowing,Rowing,"NINOVA, Violeta",Bulgaria,Women,Double Sculls (2X),Bronze
1988,Seoul,Rowing,Rowing,"BERBEROVA, Lalka Stoyanova",Bulgaria,Women,Pair Without Coxswain (2-),Silver
1988,Seoul,Rowing,Rowing,"STOYANOVA, Radka",Bulgaria,Women,Pair Without Coxswain (2-),Silver
1988,Seoul,Rowing,Rowing,"GEORGIEVA, Magdalena",Bulgaria,Women,Single Sculls (1X),Bronze
1988,Seoul,Shooting,Shooting,"KIRIAKOV, Tanyu",Bulgaria,Men,10M Air Pistol (60 Shots),Gold
1988,Seoul,Shooting,Shooting,"LETCHEVA, Vessela Nikolaeva",Bulgaria,Women,50M Rifle 3 Positions (3X20 Shots),Silver
1988,Seoul,Tennis,Tennis,"MALEEVA-FRAGNIERE, Manuela",Bulgaria,Women,Singles,Bronze
1988,Seoul,Weightlifting,Weightlifting,"MARINOV, Sevdalin",Bulgaria,Men,"- 52KG, Total (Flyweight)",Gold
1988,Seoul,Weightlifting,Weightlifting,"TOPUROV, Stefan",Bulgaria,Men,"56 - 60KG, Total (Featherweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"VARBANOV, Aleksander",Bulgaria,Men,"67.5 - 75KG, Total (Middleweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"GIDIKOV, Borislav",Bulgaria,Men,"67.5 - 75KG, Total (Middleweight)",Gold
1988,Seoul,Wrestling,Wrestling Free.,"TZONOV, Ivan",Bulgaria,Men,- 48KG (Light-Flyweight),Silver
1988,Seoul,Wrestling,Wrestling Free.,"CHTEREV, Simeon",Bulgaria,Men,57 - 62KG (Featherweight),Bronze
1988,Seoul,Wrestling,Wrestling Free.,"SOFIADI-RAKHMAT, Sukra",Bulgaria,Men,68 - 74KG (Welterweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"TSENOV, Bratan Tzenov",Bulgaria,Men,- 48KG (Light-Flyweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"GEROVSKI, Rangel Ivanov",Bulgaria,Men,100 - 130KG (Super Heavyweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"BALOV, Stoyan",Bulgaria,Men,52 - 57KG (Bantamweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"VANGELOV, Jivko",Bulgaria,Men,57 - 62KG (Featherweight),Silver
1988,Seoul,Wrestling,Wrestling Gre-R,"KOMCHEV, Atanas Slavov",Bulgaria,Men,82 - 90KG (Light-Heavyweight),Gold
1988,Seoul,Aquatics,Swimming,"DAVIS, Victor",Canada,Men,4X100M Medley Relay,Silver
1988,Seoul,Aquatics,Swimming,"GOSS, Donald Alexander",Canada,Men,4X100M Medley Relay,Silver
1988,Seoul,Aquatics,Swimming,"PONTING, Thomas",Canada,Men,4X100M Medley Relay,Silver
1988,Seoul,Aquatics,Swimming,"TEWKSBURY, Mark",Canada,Men,4X100M Medley Relay,Silver
1988,Seoul,Aquatics,Swimming,"HIGSON, Allison Ann",Canada,Women,4X100M Medley Relay,Bronze
1988,Seoul,Aquatics,Swimming,"KERR, Jane",Canada,Women,4X100M Medley Relay,Bronze
1988,Seoul,Aquatics,Swimming,"MELIEN, Lori",Canada,Women,4X100M Medley Relay,Bronze
1988,Seoul,Aquatics,Swimming,"NUGENT, Andrea",Canada,Women,4X100M Medley Relay,Bronze
1988,Seoul,Aquatics,Synchronized S.,"CAMERON, Michelle",Canada,Women,Duet,Gold
1988,Seoul,Aquatics,Synchronized S.,"WALDO, Carolyn",Canada,Women,Duet,Gold
1988,Seoul,Aquatics,Synchronized S.,"WALDO, Carolyn",Canada,Women,Solo,Gold
1988,Seoul,Athletics,Athletics,"STEEN, David",Canada,Men,Decathlon,Bronze
1988,Seoul,Boxing,Boxing,"LEWIS, Lennox",Canada,Men,+ 91KG (Super Heavyweight),Gold
1988,Seoul,Boxing,Boxing,"DOWNEY, Raymond Tyler",Canada,Men,67 - 71KG (Light-Middleweight),Bronze
1988,Seoul,Boxing,Boxing,"MARCUS, Egerton",Canada,Men,71-75KG,Silver
1988,Seoul,Equestrian,Dressage,"NICOLL, Ashley",Canada,Men,Team,Bronze
1988,Seoul,Equestrian,Dressage,"NEALE-ISHOY, Cynthia Margaret",Canada,Women,Team,Bronze
1988,Seoul,Equestrian,Dressage,"PRACHT, Eva Maria",Canada,Women,Team,Bronze
1988,Seoul,Equestrian,Dressage,"SMITH, Gina",Canada,Women,Team,Bronze
1988,Seoul,Sailing,Sailing,"MCLAUGHLIN, Frank Joseph",Canada,Men,Flying Dutchman,Bronze
1988,Seoul,Sailing,Sailing,"MILLEN, John Charles",Canada,Men,Flying Dutchman,Bronze
1988,Seoul,Shooting,Shooting,"DE IRRUARRIZAGA, Alfonso",Chile,Men,Skeet (125 Targets),Silver
1988,Seoul,Aquatics,Diving,"XIONG, Ni",China,Men,10M Platform,Silver
1988,Seoul,Aquatics,Diving,"XU, Yan-Mei",China,Women,10M Platform,Gold
1988,Seoul,Aquatics,Diving,"LI, De-Liang",China,Men,3M Springboard,Bronze
1988,Seoul,Aquatics,Diving,"TAN, Liang-De",China,Men,3M Springboard,Silver
1988,Seoul,Aquatics,Diving,"GAO, Min",China,Women,3M Springboard,Gold
1988,Seoul,Aquatics,Diving,"LI, Qing",China,Women,3M Springboard,Silver
1988,Seoul,Aquatics,Swimming,"QIAN, Hong",China,Women,100M Butterfly,Bronze
1988,Seoul,Aquatics,Swimming,"ZHUANG, Yong",China,Women,100M Freestyle,Silver
1988,Seoul,Aquatics,Swimming,"HUANG, Xiao-Min",China,Women,200M Breaststroke,Silver
1988,Seoul,Aquatics,Swimming,"YANG, Wenyi",China,Women,50M Freestyle,Silver
1988,Seoul,Athletics,Athletics,"LI, Mei-Su",China,Women,Shot Put,Bronze
1988,Seoul,Gymnastics,Artistic G.,"LOU, Yun",China,Men,Floor Exercises,Bronze
1988,Seoul,Gymnastics,Artistic G.,"LOU, Yun",China,Men,Vault,Gold
1988,Seoul,Rowing,Rowing,"HAN, Ya-Qin",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"HE, Yanwen",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"HU, Ya-Dong",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"LI, Rong-Hua",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"YANG, Xiao",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"ZHANG, Xiang-Hua",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"ZHANG, Ya-Li",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"ZHOU, Shouying",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"ZHOU, Xiu-Hua",China,Women,Eight With Coxswain (8+),Bronze
1988,Seoul,Rowing,Rowing,"HU, Ya-Dong",China,Women,Four-Oared Shell With Coxswain (4-),Silver
1988,Seoul,Rowing,Rowing,"LI, Rong-Hua",China,Women,Four-Oared Shell With Coxswain (4-),Silver
1988,Seoul,Rowing,Rowing,"YANG, Xiao",China,Women,Four-Oared Shell With Coxswain (4-),Silver
1988,Seoul,Rowing,Rowing,"ZHANG, Xiang-Hua",China,Women,Four-Oared Shell With Coxswain (4-),Silver
1988,Seoul,Rowing,Rowing,"ZHOU, Shouying",China,Women,Four-Oared Shell With Coxswain (4-),Silver
1988,Seoul,Shooting,Shooting,"XU, Haifeng",China,Men,10M Air Pistol (60 Shots),Bronze
1988,Seoul,Shooting,Shooting,"HUANG, Shi-Ping",China,Men,50M Running Target (30+30 Shots),Silver
1988,Seoul,Table Tennis,Table Tennis,"CHEN, Long-Can",China,Men,Doubles,Gold
1988,Seoul,Table Tennis,Table Tennis,"WEI, Qing-Guang",China,Men,Doubles,Gold
1988,Seoul,Table Tennis,Table Tennis,"CHEN, Jing",China,Women,Doubles,Silver
1988,Seoul,Table Tennis,Table Tennis,"JIAO, Zhi-Min",China,Women,Doubles,Silver
1988,Seoul,Table Tennis,Table Tennis,"JIAO, Zhi-Min",China,Women,Singles,Bronze
1988,Seoul,Table Tennis,Table Tennis,"CHEN, Jing",China,Women,Singles,Gold
1988,Seoul,Table Tennis,Table Tennis,"LI, Hui-Fen",China,Women,Singles,Silver
1988,Seoul,Volleyball,Volleyball,"CUI, Yong-Mei",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"HOU, Yu-Zhu",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"JIANG, Ying",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"LI, Guo-Jun",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"LI, Yue-Ming",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"SU, Huijuan",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"WANG, Ya-Jun",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"WU, Dan",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"YANG, Xiao-Jun",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"YANG, Xi-Lan",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"ZHAO, Hong",China,Women,Volleyball,Bronze
1988,Seoul,Volleyball,Volleyball,"ZHENG, Mei-Zhu",China,Women,Volleyball,Bronze
1988,Seoul,Weightlifting,Weightlifting,"HE, Zhuo-Qiang",China,Men,"- 52KG, Total (Flyweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"LIU, Shoubin",China,Men,"- 56KG, Total (Bantamweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"HE, Ying-Qiang",China,Men,"- 56KG, Total (Bantamweight)",Silver
1988,Seoul,Weightlifting,Weightlifting,"YE, Huan-Ming",China,Men,"56 - 60KG, Total (Featherweight)",Bronze
1988,Seoul,Weightlifting,Weightlifting,"LI, Jin-He",China,Men,"60 - 67.5KG, Total (Lightweight)",Bronze
1988,Seoul,Boxing,Boxing,"JULIO ROCHA, Jorge Eliecer",Colombia,Men,51 - 54KG (Bantamweight),Bronze
1988,Seoul,Aquatics,Swimming,"POLL AHRENS, Silvia",Costa Rica,Women,200M Freestyle,Silver
1988,Seoul,Athletics,Athletics,"PRIBILINEC, Jozef",Czech Republic,Men,20KM Walk,Gold
1988,Seoul,Athletics,Athletics,"ZELEZNY, Jan",Czech Republic,Men,Javelin Throw,Silver
1988,Seoul,Shooting,Shooting,"VARGA, Miroslav",Czech Republic,Men,50M Rifle Prone (60 Shots),Gold
1988,Seoul,Shooting,Shooting,"BEDNARIK, Miloslav",Czech Republic,Men,Trap (125 Targets),Silver
1988,Seoul,Tennis,Tennis,"MECIR, Miloslav",Czech Republic,Men,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"SREJBER, Milan",Czech Republic,Men,Doubles,Bronze
1988,Seoul,Tennis,Tennis,"NOVOTNA, Jana",Czech Republic,Women,Doubles,Silver
1988,Seoul,Tennis,Tennis,"SUKOVA, Helena",Czech Republic,Women,Doubles,Silver
1988,Seoul,Tennis,Tennis,"MECIR, Miloslav",Czech Republic,Men,Singles,Gold
1988,Seoul,Wrestling,Wrestling Free.,"LOHYNA, Jozef",Czech Republic,Men,74 - 82KG (Middleweight),Bronze
1988,Seoul,Aquatics,Swimming,"NIELSEN, Benny Leo",Denmark,Men,200M Butterfly,Silver
1988,Seoul,Cycling,Cycling Track,"FROST, Dan",Denmark,Men,Points Race,Gold
1988,Seoul,Sailing,Sailing,"BANK, Jesper",Denmark,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
1988,Seoul,Sailing,Sailing,"MATHIASEN, Jan Dupont",Denmark,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
1988,Seoul,Sailing,Sailing,"SECHER, Steen Klaaborg",Denmark,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
1988,Seoul,Sailing,Sailing,"GRÖNBORG, Christian",Denmark,Men,Flying Dutchman,Gold
1988,Seoul,Sailing,Sailing,"MÖLLER, Jörgen  Bojsen",Denmark,Men,Flying Dutchman,Gold
1988,Seoul,Athletics,Athletics,"AHMED SALAH, Hussein",Djibouti,Men,Marathon,Bronze
1988,Seoul,Athletics,Athletics,"RATY, Seppo Henrik",Finland,Men,Javelin Throw,Bronze
1988,Seoul,Athletics,Athletics,"KORJUS, Tapio",Finland,Men,Javelin Throw,Gold
1988,Seoul,Wrestling,Wrestling Gre-R,"SIPILA, Tapio",Finland,Men,62 - 68KG (Lightweight),Bronze
1988,Seoul,Wrestling,Wrestling Gre-R,"KOSKELA, Harri Matias",Finland,Men,82 - 90KG (Light-Heavyweight),Silver
1988,Seoul,Aquatics,Swimming,"CARON, Stephan",France,Men,100M Freestyle,Bronze
1988,Seoul,Aquatics,Swimming,"PLEWINSKI, Catherine",France,Women,100M Freestyle,Bronze
1988,Seoul,Athletics,Athletics,"MARIE-ROSE, Bruno",France,Men,4X100M Relay,Bronze
1988,Seoul,Athletics,Athletics,"MORINIERE, Max",France,Men,4X100M Relay,Bronze
1988,Seoul,Athletics,Athletics,"QUENEHERVE, Gilles",France,Men,4X100M Relay,Bronze
1988,Seoul,Athletics,Athletics,"SANGOUMA, Daniel",France,Men,4X100M Relay,Bronze
1988,Seoul,Boxing,Boxing,"BOUDOUANI, Laurent",France,Men,63.5 - 67KG (Welterweight),Silver
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BETTIN, Joel",France,Men,C-2 500M (Canoe Double),Bronze
